Start,Open
2013-01-13,21.861217637373823
2013-01-17,21.045831321425055
2013-01-21,21.345826724033067
2013-01-25,22.01504723754331
2013-01-29,21.879080394275498
2013-02-02,23.19092634999567
2013-02-06,24.872657597110777
2013-02-10,24.913767390425225
2013-02-14,24.632979599764067
2013-02-18,27.30794905582909
2013-02-22,30.88808742659257
2013-02-26,31.579742429385167
2013-03-02,32.12481165972719
2013-03-06,34.04628678696904
2013-03-10,34.33728873395628
2013-03-14,34.46136204464808
2013-03-18,39.47464260233846
2013-03-22,45.957917963282966
2013-03-26,52.65649086106915
2013-03-30,54.58932463587121
2013-04-03,57.202878552989596
2013-04-07,59.22531030867792
2013-04-11,61.82513902987877
2013-04-15,64.29767656877043
2013-04-19,66.69336865081573
2013-04-23,69.62349388943935
2013-04-27,73.03534530472405
2013-05-01,75.22107936937616
2013-05-05,74.77227218689443
2013-05-09,78.78366499259288
2013-05-13,85.00907721271605
2013-05-17,86.38639768239332
2013-05-21,82.54433237547475
2013-05-25,85.56327812164227
2013-05-29,96.41586953953076
2013-06-02,104.94937679766151
2013-06-06,123.88331782075822
2013-06-10,133.24350425534809
2013-06-14,137.9744941954237
2013-06-18,143.4983814914287
2013-06-22,142.40751493314943
2013-06-26,148.73608597706428
2013-06-30,160.35718925022599
2013-07-04,168.59542487969742
2013-07-08,182.8751500302614
2013-07-12,203.8510744098401
2013-07-16,212.8017373082041
2013-07-20,215.3361739396125
2013-07-24,237.86930249973366
2013-07-28,249.0994826689177
2013-08-01,267.91812547360365
2013-08-05,298.2627314366096
2013-08-09,336.66209222397435
2013-08-13,376.2751368364114
2013-08-17,417.64607194077456
2013-08-21,445.9833469173606
2013-08-25,514.4285926635633
2013-08-29,540.642312281752
2013-09-02,621.4730333416313
2013-09-06,698.7825167292746
2013-09-10,723.487776940836
2013-09-14,808.7310737988183
2013-09-18,938.5978664429738
2013-09-22,1003.7840543369235
2013-09-26,1188.3556169366873
2013-09-30,1288.6785719866778
2013-10-04,1327.3843201087675
2013-10-08,1498.0842413682387
2013-10-12,1655.8821947402787
2013-10-16,1998.7875744573157
2013-10-20,2489.9831825956585
2013-10-24,2753.06018355295
2013-10-28,3154.2651073280254
2013-11-01,3557.2878842719365
2013-11-05,3789.469210697324
2013-11-09,3802.868954489952
2013-11-13,4147.204872727961
2013-11-17,4600.748712702582
2013-11-21,4837.318485408744
2013-11-25,4890.88994822549
2013-11-29,5159.239662198924
2013-12-03,5747.665809673451
2013-12-07,6364.947624458908
2013-12-11,6948.166596301985
2013-12-15,7626.345870173981
2013-12-19,8450.317119995249
2013-12-23,9325.823474388084
2013-12-27,9731.244641570196
2013-12-31,10063.544648256046
2014-01-04,10467.423254797186
2014-01-08,11760.629686481998
2014-01-12,13407.560897338728
2014-01-16,14567.21301322149
2014-01-20,15605.925980390619
2014-01-24,15542.38393649655
2014-01-28,17331.990579226876
2014-02-01,17822.991987249763
2014-02-05,19318.627678487515
2014-02-09,21050.05453471475
2014-02-13,21315.11098354659
2014-02-17,22916.071284494206
2014-02-21,25945.390872017462
2014-02-25,27225.087107952782
2014-03-01,28674.53967216545
2014-03-05,28823.999136229042
2014-03-09,29671.474494862923
2014-03-13,31676.67003150208
2014-03-17,32922.879427626074
2014-03-21,33714.16825697453
2014-03-25,37064.45713479384
2014-03-29,40937.454661283635
2014-04-02,41778.36544537938
2014-04-06,46535.26769346952
2014-04-10,47918.96444822329
2014-04-14,49108.70776622058
2014-04-18,53560.08428171079
2014-04-22,56580.32547465287
2014-04-26,56994.02461229938
2014-04-30,57241.824719309385
2014-05-04,60015.63065165797
2014-05-08,62954.26662221349
2014-05-12,64715.62245731151
2014-05-16,69347.179701203
2014-05-20,74314.99306149459
2014-05-24,75195.2044852348
2014-05-28,77437.57668109036
2014-06-01,79597.02104263773
2014-06-05,87244.86914654785
2014-06-09,89257.84566792287
2014-06-13,88915.5363535424
2014-06-17,101104.89626679789
2014-06-21,110407.81276347012
2014-06-25,118931.46261857284
2014-06-29,122373.20912521957
2014-07-03,120899.20990801525
2014-07-07,118958.00693112356
2014-07-11,128393.43117566056
2014-07-15,131165.1145060147
2014-07-19,134448.47987745813
2014-07-23,138994.89818217
2014-07-27,131153.4132534286
2014-07-31,138928.45083802432
2014-08-04,144765.1707426543
2014-08-08,139842.09048761913
2014-08-12,156186.90539780844
2014-08-16,168831.86476869663
2014-08-20,169112.0836313833
2014-08-24,185549.64738442973
2014-08-28,188128.00704139346
2014-09-01,198965.26397267077
2014-09-05,210825.0290594278
2014-09-09,214846.2222011833
2014-09-13,213482.7375634606
2014-09-17,230941.5696626661
2014-09-21,253354.50222640412
2014-09-25,246999.45618393578
2014-09-29,237192.74211888437
2014-10-03,246393.12246525107
2014-10-07,262638.82284757507
2014-10-11,262629.4035253776
2014-10-15,252228.7959340776
2014-10-19,258760.30211622673
2014-10-23,257517.45724535154
2014-10-27,261871.36335582822
2014-10-31,271139.4412963538
2014-11-04,289794.6526202308
2014-11-08,290597.8056613779
2014-11-12,293337.63023170776
2014-11-16,285462.79452078935
2014-11-20,289233.9732779993
2014-11-24,284409.69737578573
2014-11-28,280465.55231544265
2014-12-02,288192.66447107226
2014-12-06,288718.2953545132
2014-12-10,277260.33042566705
2014-12-14,285532.2921508868
2014-12-18,277008.94014638255
2014-12-22,271171.9834029166
2014-12-26,286091.70867250056
2014-12-30,314392.6514500937
2015-01-03,318714.7260085566
2015-01-07,327861.4195736144
2015-01-11,307947.301659372
2015-01-15,297101.57323095674
2015-01-19,310389.73111570545
2015-01-23,311326.52104865026
2015-01-27,282598.2964383434
2015-01-31,298941.4036976771
2015-02-04,314787.2043903605
2015-02-08,324459.4369274946
2015-02-12,325949.8248362465
2015-02-16,323906.8389355815
2015-02-20,338744.67658662656
2015-02-24,340597.5356517282
2015-02-28,334246.61958743137
2015-03-04,347109.3574442462
2015-03-08,339484.22351758165
2015-03-12,339864.72686120734
2015-03-16,337478.8310799632
2015-03-20,329395.50578463485
2015-03-24,335457.99975613115
2015-03-28,361125.72885981074
2015-04-01,357972.4294895153
2015-04-05,343706.6144125466
2015-04-09,345894.12911241356
2015-04-13,338851.94912259013
2015-04-17,342363.3682844822
2015-04-21,346928.21319494204
2015-04-25,342085.4534769901
2015-04-29,337766.75216919265
2015-05-03,338104.8570262188
2015-05-07,336176.2561197099
2015-05-11,335969.6569151445
2015-05-15,342398.0793536015
2015-05-19,362216.00834418734
2015-05-23,349359.2739288314
2015-05-27,338632.8548296611
2015-05-31,338979.4595940725
2015-06-04,338914.824430182
2015-06-08,351645.17658567725
2015-06-12,367020.12412603444
2015-06-16,363990.3086082206
2015-06-20,362174.7751636253
2015-06-24,354300.40170549497
2015-06-28,352888.84632021416
2015-07-02,354835.580269439
2015-07-06,360299.10635788826
2015-07-10,376086.3116023916
2015-07-14,362611.5953885363
2015-07-18,361355.7505934119
2015-07-22,370334.19420020294
2015-07-26,379982.6239220452
2015-07-30,388594.54303437157
2015-08-03,387216.52581849584
2015-08-07,377563.95662263676
2015-08-11,379704.4428539934
2015-08-15,389964.5367690211
2015-08-19,365264.28779900644
2015-08-23,394649.99450108706
2015-08-27,400765.3139901032
2015-08-31,407263.8701419768
2015-09-04,413813.9986116207
2015-09-08,417963.619213385
2015-09-12,431987.7009136632
2015-09-16,437245.97817197547
2015-09-20,420468.6954100101
2015-09-24,410138.50502978667
2015-09-28,440329.60604035377
2015-10-02,456272.3595624715
2015-10-06,453468.788130199
2015-10-10,434022.4246954131
2015-10-14,422362.1207483723
2015-10-18,442884.8037179
2015-10-22,445335.41744571005
2015-10-26,450956.1557241511
2015-10-30,451963.84968615585
2015-11-03,466643.81661473034
2015-11-07,466409.8110023018
2015-11-11,457125.8242430142
2015-11-15,490312.2186328014
2015-11-19,508302.0889758474
2015-11-23,527474.4768765004
2015-11-27,555465.6815085089
2015-12-01,552589.1237620645
2015-12-05,558786.3849631345
2015-12-09,575412.9787260932
2015-12-13,664613.9391155678
2015-12-17,687573.3765520828
2015-12-21,695865.7111467419
2015-12-25,709038.8147739202
2015-12-29,750557.2287533741
2016-01-02,781179.9336694662
2016-01-06,780952.3681237582
2016-01-10,812210.8065743857
2016-01-14,856438.8245841406
2016-01-18,807462.711338615
2016-01-22,809006.7386918638
2016-01-26,895139.7944530871
2016-01-30,959115.1401624888
2016-02-03,995618.1718108045
2016-02-07,1064663.6100956276
2016-02-11,1170902.949029092
2016-02-15,1210727.4042139906
2016-02-19,1134992.9765623978
2016-02-23,1122042.446767042
2016-02-27,1122716.5967920024
2016-03-02,1115750.413151101
2016-03-06,1176124.0047055834
2016-03-10,1182661.4746346704
2016-03-14,1185819.1146866248
2016-03-18,1177943.655670679
2016-03-22,1160553.647629226
2016-03-26,1184672.4907071462
2016-03-30,1244611.2774393533
2016-04-03,1220341.0579831232
2016-04-07,1215680.0495082433
2016-04-11,1292715.5687596935
2016-04-15,1319607.317131885
2016-04-19,1306369.8620389153
2016-04-23,1319633.2464804095
2016-04-27,1285373.537194018
2016-05-01,1242172.1568776157
2016-05-05,1358823.5809783698
2016-05-09,1404498.3231961315
2016-05-13,1397829.1545605804
2016-05-17,1370272.4615036019
2016-05-21,1364319.776956976
2016-05-25,1490994.6073375845
2016-05-29,1487224.0091552027
2016-06-02,1375776.66173109
2016-06-06,1395592.3749658987
2016-06-10,1483291.6562820175
2016-06-14,1476356.5032597515
2016-06-18,1459155.2896971
2016-06-22,1547118.4919093787
2016-06-26,1536803.6434820157
2016-06-30,1524610.3304640572
2016-07-04,1564770.7977055497
2016-07-08,1554081.0534019496
2016-07-12,1539692.5723924672
2016-07-16,1512414.5543776373
2016-07-20,1500475.0643218402
2016-07-24,1469011.5472056784
2016-07-28,1376627.8532701624
2016-08-01,1434240.0321515142
2016-08-05,1551190.2975887558
2016-08-09,1590015.4337449714
2016-08-13,1491087.512258583
2016-08-17,1552201.0202241542
2016-08-21,1576595.1540976488
2016-08-25,1676441.7329387732
2016-08-29,1569927.4791885212
2016-09-02,1585634.69278992
2016-09-06,1628830.7598156298
2016-09-10,1599044.6342752099
2016-09-14,1715941.6494418245
2016-09-18,1767828.8105885356
2016-09-22,1690346.923926197
2016-09-26,1755585.7262027245
2016-09-30,1854675.1988884746
2016-10-04,1802146.5088548928
2016-10-08,1850112.3855164289
2016-10-12,1897250.873499276
2016-10-16,1789993.5200488386
2016-10-20,1729409.123985647
2016-10-24,1820178.174170574
2016-10-28,1878816.0790978454
2016-11-01,1903722.144951221
2016-11-05,1826276.4947781826
2016-11-09,1846883.2731277866
2016-11-13,2016117.2218417046
2016-11-17,2064937.9976172464
2016-11-21,2030091.3388923637
2016-11-25,2009204.7391204464
2016-11-29,2119270.735785414
2016-12-03,2096331.047771838
2016-12-07,2136272.146722828
2016-12-11,2136244.0807198593
2016-12-15,2209556.5563213034
2016-12-19,2165835.3510026517
2016-12-23,2262016.178870619
2016-12-27,2321484.958646186
2016-12-31,2388534.8363619717
2017-01-04,2479403.0382490805
2017-01-08,2423001.695249785
2017-01-12,2425095.33875336
2017-01-16,2641887.4804168753
2017-01-20,2732216.4828686495
2017-01-24,2914251.3752072384
2017-01-28,3053427.6840616013
2017-02-01,3033399.2388273524
2017-02-05,3102542.9915142865
2017-02-09,3030498.4575872305
2017-02-13,3054992.9644181477
2017-02-17,3150929.9368041903
2017-02-21,3190296.409473513
2017-02-25,3214698.9371839655
2017-03-01,3433811.815083556
2017-03-05,3361582.2139871162
2017-03-09,3334927.1811595457
2017-03-13,3419384.661996132
2017-03-17,3455378.184753985
2017-03-21,3546574.011183695
2017-03-25,3668730.4760673465
2017-03-29,3618057.4031934883
2017-04-02,3525770.907736244
2017-04-06,3732651.814395701
2017-04-10,3789422.1841963967
2017-04-14,3716265.8096377077
2017-04-18,3689030.6088938857
2017-04-22,3809461.3800021405
2017-04-26,3768777.8118661973
2017-04-30,3828030.482047049
2017-05-04,3881003.7613992137
2017-05-08,3973673.383209128
2017-05-12,4087103.120458678
2017-05-16,4268826.866837841
2017-05-20,4314627.130897485
2017-05-24,4365471.603180534
2017-05-28,4576075.581265672
2017-06-01,4837084.425534403
2017-06-05,5016434.728100327
2017-06-09,5315464.142712018
2017-06-13,5138325.294241457
2017-06-17,4897315.665055648
2017-06-21,5052025.489071213
2017-06-25,5150122.021218943
2017-06-29,5038931.948140614
2017-07-03,5333067.905316561
2017-07-07,5643284.511089206
2017-07-11,5495513.890133706
2017-07-15,5861899.508277555
2017-07-19,5920137.727710934
2017-07-23,6290353.420675983
2017-07-27,6404619.6045211395
2017-07-31,6416568.82035091
2017-08-04,6340973.960797036
2017-08-08,6646415.866423098
2017-08-12,6600428.012143145
2017-08-16,6431739.376147588
2017-08-20,6812005.312759782
2017-08-24,6372732.59288018
2017-08-28,5293923.580283118
2017-09-01,6118103.511203514
2017-09-05,7234499.718917969
2017-09-09,7713587.645359667
2017-09-13,7745290.322226867
2017-09-17,7948423.993960397
2017-09-21,7714642.827621005
2017-09-25,8039495.313184744
2017-09-29,8125688.732721812
2017-10-03,8241514.825746937
2017-10-07,8093774.808395992
2017-10-11,8611583.305468943
2017-10-15,8555715.75853819
2017-10-19,9245168.605723055
2017-10-23,10037300.022069383
2017-10-27,10670559.234200781
2017-10-31,9904229.24221839
2017-11-04,9306199.07846492
2017-11-08,9677621.65809323
2017-11-12,9438552.350897446
2017-11-16,8361124.9175547445
2017-11-20,10028527.453613034
2017-11-24,10571133.769943774
2017-11-28,10396548.537925262
2017-12-02,11077064.76923594
2017-12-06,11660571.635318296
2017-12-10,12675804.939481715
2017-12-14,13082739.115663085
2017-12-18,13817089.756870428
2017-12-22,13779353.804606985
2017-12-26,13155477.122510526
2017-12-30,13807265.170036314
2018-01-03,14859847.519579502
2018-01-07,15374680.497350203
2018-01-11,15592706.54868646
2018-01-15,16699532.96731619
2018-01-19,17518474.864028975
2018-01-23,18921900.076749504
2018-01-27,19787587.232494235
2018-01-31,20216478.37340072
2018-02-04,19890578.531373043
2018-02-08,22043211.735468682
2018-02-12,21200794.83270078
2018-02-16,21822998.378448155
2018-02-20,22537502.534898754
2018-02-24,22619613.70976804
2018-02-28,23129455.071288913
2018-03-04,24090512.761231683
2018-03-08,24656663.69515837
2018-03-12,24840322.333639424
2018-03-16,24443064.121342275
2018-03-20,25073739.768088404
2018-03-24,24653093.04215949
2018-03-28,25105502.58619999
2018-04-01,24933378.67032987
2018-04-05,26526747.478073098
2018-04-09,27451982.744913302
2018-04-13,27551717.468782194
2018-04-17,28081059.67228455
2018-04-21,29391435.649626076
2018-04-25,30154849.562603377
2018-04-29,27778760.672412448
2018-05-03,29007915.362040572
2018-05-07,29705021.855992816
2018-05-11,29676459.334977467
2018-05-15,29771418.722719762
2018-05-19,30898997.443865974
2018-05-23,31340411.693064038
2018-05-27,32780259.376856085
2018-05-31,34072425.972664125
2018-06-04,34255939.93661024
2018-06-08,36623986.38944037
2018-06-12,35787978.208581574
2018-06-16,35226598.158250876
2018-06-20,38429675.250137284
2018-06-24,39784321.86544569
2018-06-28,38798076.90988413
2018-07-02,36778846.14133995
2018-07-06,35940839.56543448
2018-07-10,37975716.11703958
2018-07-14,38775605.824620165
2018-07-18,36509848.57509012
2018-07-22,38873815.39954954
2018-07-26,42145481.84301064
2018-07-30,43186317.48986679
2018-08-03,43330461.804432616
2018-08-07,45756461.595135145
2018-08-11,46474707.06800876
2018-08-15,47856434.09623907
2018-08-19,48640417.27294009
2018-08-23,48685790.79651558
2018-08-27,49000382.03378043
2018-08-31,51603523.670061335
2018-09-04,49684097.09108747
2018-09-08,47988724.25098981
2018-09-12,50356537.709924355
2018-09-16,51192470.87111106
2018-09-20,49447839.43928157
2018-09-24,52079819.00403919
2018-09-28,53232311.492059335
2018-10-02,54756137.20270987
2018-10-06,53076537.694388136
2018-10-10,50256807.6983317
2018-10-14,52041213.86551923
2018-10-18,51935331.436494775
2018-10-22,51884979.84490446
2018-10-26,50090631.11163218
2018-10-30,49427516.85048022
2018-11-03,52846858.85966794
2018-11-07,51832813.4970715
2018-11-11,46121912.99635215
2018-11-15,46938230.04053535
